procedureId,startStep,endStep,primitiveEvalCount,evalState,timeOnShift,elapsedTime,fatigueIndex,FatigueBaseline,timePressure,MaxRepeat,Stress,scenario,Sa,Sd,FfDd,Success
rapid_shutdown,1,-1,55,Success,06:55:33.9325477,00:02:36.2534051,0.6122996961058014,0.6999506163464615,false,3,Extreme,LOFW,63.98616612234984,6.251009453291123,1.5528009265582858,True
lofw,1,-1,35,Success,03:36:28.5776025,00:04:17.7132669,0.940964455203746,0.7983843244586576,false,3,Extreme,LOFW,39.44926966700476,3.897788688657132,0.9911312308809883,True
rapid_shutdown,1,-1,55,Success,03:46:05.6688491,00:09:38.7783682,0.8835421491072428,0.7983843244586576,false,3,Extreme,LOFW,46.38139322995552,4.579905069682326,1.0535953432288019,True
lofw,1,-1,35,Success,05:21:25.7875790,00:03:14.0587750,0.5394792220990672,0.8897249422233847,false,3,Extreme,LOFW,65.2556007962792,6.473590664673113,1.700069464395287,True
rapid_shutdown,1,-1,55,Success,05:23:02.3748965,00:01:28.9927767,0.5380976048068185,0.8897249422233847,false,3,Extreme,LOFW,69.70999756503349,6.9148408586597,1.7043463766266291,True
lofw,1,-1,35,Success,04:45:29.3113846,00:02:03.2973210,0.43297505204452164,0.731202761543023,false,3,Extreme,LOFW,69.2585978445899,7.081050115561908,2.1091304022945234,True
rapid_shutdown,1,-1,23,OnRepeatFailure,04:46:45.7659430,00:01:13.9312020,0.42567427810682157,0.731202761543023,false,3,Extreme,LOFW,76.15677333455007,7.788933062276251,2.1450126017812,False
lofw,1,-1,28,OutOfTimeFailure,04:03:06.9196988,00:08:39.8438018,1.2759412021088496,1.2974228593560422,false,3,Extreme,LOFW,31.9944108960714,3.1039195360957788,0.7208310030600411,False
lofw,1,-1,35,Success,02:32:03.0283079,00:06:58.6033833,1.1776272343431655,0.923087710713835,false,3,Extreme,LOFW,33.91053512880632,3.374294609904175,0.8228537884997035,True
rapid_shutdown,1,-1,55,Success,02:40:16.8305523,00:08:03.7943030,1.1639445413501872,0.923087710713835,false,3,Extreme,LOFW,37.15776254701063,3.696741368817864,0.8314151142207403,True
lofw,1,-1,35,Success,07:45:36.6185944,00:02:33.0448941,0.7922122063031226,0.9084939436299443,false,3,Extreme,LOFW,42.69839984500889,4.412712893316225,1.1485432333686285,True
rapid_shutdown,1,-1,55,Success,07:48:39.9691017,00:02:59.4467117,0.8173114166656228,0.9084939436299443,false,3,Extreme,LOFW,47.071293590270784,4.869109259385957,1.1141772329506767,True
lofw,1,-1,35,Success,07:16:16.3307651,00:02:58.5719554,0.7954415607026835,1.0857891771094097,false,3,Extreme,LOFW,43.08510006662044,4.382660746603815,1.1536210671184526,True
rapid_shutdown,1,-1,55,Success,07:20:39.9981701,00:04:21.9109963,0.8218276632687944,1.0857891771094097,false,3,Extreme,LOFW,48.09113483300655,4.894483810952732,1.1174846712768138,True
lofw,1,-1,35,Success,06:08:14.4531388,00:04:14.0985480,0.6034733092977752,0.8108522663591274,false,3,Extreme,LOFW,58.77322705075506,6.096580900542329,1.5420862060146618,True
rapid_shutdown,1,-1,55,Success,06:11:27.1904165,00:03:04.7040315,0.6100360109815818,0.8108522663591274,false,3,Extreme,LOFW,63.346232183183716,6.574439185206665,1.525752526149639,True
lofw,1,-1,35,Success,05:25:48.3127646,00:05:04.6487094,0.5880848198923951,1.0097188242114694,false,3,Extreme,LOFW,61.31466489239158,6.106387312294929,1.567244582827502,True
rapid_shutdown,1,-1,29,OnRepeatFailure,05:26:48.2476839,00:00:57.6035538,0.5854740063521071,1.0097188242114694,false,3,Extreme,LOFW,63.3601780794152,6.309938920928704,1.5741992241605152,False
lofw,1,-1,28,OnRepeatFailure,05:34:45.1470714,00:00:57.7249719,0.333,0.6272391555433234,false,3,Extreme,LOFW,84.85333540661911,8.140090717654562,2.7522834836056718,False
lofw,1,-1,35,Success,05:45:03.3097201,00:03:00.2014721,0.4768741808162674,0.8265559411162555,false,3,Extreme,LOFW,71.57949977140453,6.96035946317758,1.972749115657252,True
rapid_shutdown,1,-1,55,Success,05:47:35.4273172,00:02:16.7257688,0.47476751003534534,0.8265559411162555,false,3,Extreme,LOFW,79.03164284769778,7.681662034173192,1.9815919710690033,True
lofw,1,-1,35,Success,05:15:16.4271047,00:01:17.9141170,0.42440196131673436,0.8758402951123869,false,3,Extreme,LOFW,70.035697663475,6.724456585502782,2.138401234336137,True
rapid_shutdown,1,-1,20,OnRepeatFailure,05:15:40.4229652,00:00:19.8507456,0.4234446328508316,0.8758402951123869,false,3,Extreme,LOFW,74.45482215440697,7.145823993208657,2.14319003000242,False
lofw,1,-1,34,OutOfTimeFailure,02:41:25.2512990,00:07:08.2737704,1.2282481234307174,0.7819544152668544,false,3,Extreme,LOFW,31.500527522950946,3.292341989682832,0.7645586296898481,False
lofw,1,-1,28,OutOfTimeFailure,02:52:23.1602601,00:08:39.4987533,1.2211655150140837,0.9208274998567049,false,3,Extreme,LOFW,32.564943308003244,3.270259033233351,0.7797699439929877,False
lofw,1,-1,35,Success,06:57:17.7546844,00:03:58.1788758,0.9258491002979876,1.039573103708485,false,3,Extreme,LOFW,40.20677155366535,4.031434521179008,1.0210594246933795,True
rapid_shutdown,1,-1,55,Success,07:04:08.0910772,00:06:45.0792460,0.9417847244066486,1.039573103708485,false,3,Extreme,LOFW,45.374143420203,4.550011934596453,1.0045666697946698,True
lofw,1,-1,35,Success,02:41:46.4791397,00:02:59.0150453,1.0611223916892967,0.7423376931835712,false,3,Extreme,LOFW,34.28446195575466,3.2924501725859616,0.9011726188031854,True
rapid_shutdown,1,-1,55,Success,02:44:33.6323199,00:02:37.4178477,1.0538351830745925,0.7423376931835712,false,3,Extreme,LOFW,37.48671942165615,3.5947428770216456,0.9068644357828621,True
lofw,1,-1,35,Success,04:13:06.9157068,00:05:02.5347027,0.6938513803343174,0.7588573132456896,false,3,Extreme,LOFW,51.72442617672651,5.1165774923371,1.3556658246037687,True
rapid_shutdown,1,-1,55,Success,04:15:58.0025112,00:02:33.1605074,0.6803279732331315,0.7588573132456896,false,3,Extreme,LOFW,55.810024855881935,5.519667123674313,1.382172421267786,True
lofw,1,-1,35,Success,05:27:49.6813084,00:04:34.8748973,0.6877009778733195,0.9731485455244396,false,3,Extreme,LOFW,52.32643785448255,5.314072598201044,1.3589648596228945,True
rapid_shutdown,1,-1,39,OnRepeatFailure,05:29:32.0110591,00:01:36.4011743,0.6871824801128792,0.9731485455244396,false,3,Extreme,LOFW,54.77324558731262,5.563460610241155,1.3599696562018613,False
lofw,1,-1,35,Success,05:45:35.2034635,00:02:29.1400076,0.37648746338392713,0.6894035938436315,false,3,Extreme,LOFW,86.9834095984314,8.929448794903456,2.5123403402976767,True
rapid_shutdown,1,-1,2,OnRepeatFailure,05:45:21.5405878,00:00:02.2257497,0.3764469836585897,0.6894035938436315,false,3,Extreme,LOFW,87.39922078916479,8.972278198829148,2.5125991469990425,False
lofw,1,-1,35,Success,03:48:40.5628323,00:03:45.2250880,0.9291601195692603,0.8497938285651495,false,3,Extreme,LOFW,37.978224458121225,3.7329531373175397,0.9909566223587942,True
rapid_shutdown,1,-1,55,Success,03:52:41.6148514,00:03:48.2850327,0.9011120844829065,0.8497938285651495,false,3,Extreme,LOFW,42.34776697827891,4.1597763246496084,1.0209571557726922,True
lofw,1,-1,35,Success,05:12:14.9281439,00:05:13.5259992,0.8736085367282617,1.0954379373601077,false,3,Extreme,LOFW,43.11884740320959,4.267432397608092,1.0718690060727787,True
rapid_shutdown,1,-1,55,Success,05:16:46.9986415,00:04:31.9852685,0.8705066718886159,1.0954379373601077,false,3,Extreme,LOFW,46.84130990291071,4.6346823330399,1.0755408765136272,True
lofw,1,-1,34,OutOfTimeFailure,04:31:48.6170360,00:07:40.1467279,0.6365125841006739,0.8699813664747902,false,3,Extreme,LOFW,55.1576837961146,5.671015308895602,1.4264010146686532,False
lofw,1,-1,34,OutOfTimeFailure,03:22:17.2710539,00:07:42.6697755,1.1560136402604615,0.9551300291833782,false,3,Extreme,LOFW,34.447095723361755,3.369489605509635,0.8145263826235982,False
lofw,1,-1,35,Success,03:32:44.1189922,00:02:55.3493313,1.0372666323384845,0.9483130549591287,false,3,Extreme,LOFW,34.863153962659354,3.3685909921094677,0.9296831393621388,True
rapid_shutdown,1,-1,55,Success,03:39:15.9545489,00:06:15.2246394,1.016572376733464,0.9483130549591287,false,3,Extreme,LOFW,40.74019482491355,3.928467911485856,0.9479826287542188,True
lofw,1,-1,35,Success,06:24:20.6717016,00:03:53.7084584,0.6286655815362052,0.9879331616988238,false,3,Extreme,LOFW,56.29446503225792,5.765670429589425,1.475734575840269,True
rapid_shutdown,1,-1,55,Success,06:30:12.9170098,00:05:31.6782479,0.6458869189181426,0.9879331616988238,false,3,Extreme,LOFW,63.33701010096168,6.49064800000926,1.4370559428706624,True
lofw,1,-1,35,Success,03:47:51.6781442,00:04:34.0491143,0.8548667329096695,0.7996491105421595,false,3,Extreme,LOFW,42.51810501308748,4.274341788734988,1.1096681481381367,True
rapid_shutdown,1,-1,55,Success,03:53:48.3897663,00:05:51.5956102,0.8279106096149859,0.7996491105421595,false,3,Extreme,LOFW,47.99454656136427,4.825780484436052,1.1449309399571672,True
lofw,1,-1,35,Success,05:47:37.9995790,00:05:00.8106313,1.043686670137778,1.1878760895887939,false,3,Extreme,LOFW,37.25853593458099,3.6262599631129047,0.8922416047342507,True
rapid_shutdown,1,-1,55,Success,05:51:43.1257175,00:03:55.9350477,1.0505326834977151,1.1878760895887939,false,3,Extreme,LOFW,39.95929721384365,3.8864684069807516,0.8864992922732948,True
lofw,1,-1,28,OutOfTimeFailure,02:19:36.2671050,00:08:22.4898629,1.355835306118618,0.979883183175815,false,3,Extreme,LOFW,30.383317655869945,3.0219756068575774,0.7075488236761771,False
lofw,1,-1,35,Success,05:00:53.2268545,00:03:25.6920941,0.7397673023047411,1.083651843347973,false,3,Extreme,LOFW,46.54275734192488,4.603532873371581,1.2443829522290772,True
rapid_shutdown,1,-1,55,Success,05:03:48.8614679,00:02:54.6053961,0.7271485937539259,1.083651843347973,false,3,Extreme,LOFW,51.2853918521229,5.07121075558431,1.2657389660894018,True
lofw,1,-1,35,Success,05:25:51.7044305,00:01:20.4425832,0.46981345067225033,1.0105107943992606,false,3,Extreme,LOFW,60.35706634569558,6.068095566511699,1.9070766736707356,True
rapid_shutdown,1,-1,29,OnRepeatFailure,05:26:30.8324081,00:00:38.0421348,0.4687900534130012,1.0105107943992606,false,3,Extreme,LOFW,65.16858040469765,6.552341668205459,1.9111873935255799,False
lofw,1,-1,34,OutOfTimeFailure,03:36:44.0768299,00:09:43.4736668,0.9322713885521317,0.796311253328954,false,3,Extreme,LOFW,41.309682355502545,4.172862783221417,1.0028535962963756,False
lofw,1,-1,35,Success,06:45:08.4091421,00:02:57.1112964,0.8400339472088105,1.1379055332436385,false,3,Extreme,LOFW,42.37571370320219,4.3353651047770585,1.0903122780095478,True
rapid_shutdown,1,-1,55,Success,06:49:41.4248465,00:04:19.7708135,0.8585742454340014,1.1379055332436385,false,3,Extreme,LOFW,47.74087656085012,4.888087344073211,1.067369811459596,True
lofw,1,-1,35,Success,04:37:40.1931485,00:05:01.9696588,0.6415845821666719,0.9272053517758289,false,3,Extreme,LOFW,55.69167089134639,5.59641860167634,1.4076565527172873,True
rapid_shutdown,1,-1,55,Success,04:41:09.1717136,00:03:14.0320581,0.6176570363738874,0.9272053517758289,false,3,Extreme,LOFW,61.568039331527984,6.187560240444247,1.4614981999136933,True
lofw,1,-1,35,Success,04:51:18.4769793,00:01:59.7024494,0.6435465517208944,1.2658011155562816,false,3,Extreme,LOFW,48.02020003283562,4.776240988422741,1.3111212116223594,True
rapid_shutdown,1,-1,55,Success,04:53:55.6280052,00:02:22.7519339,0.6170786539498918,1.2658011155562816,false,3,Extreme,LOFW,55.62916938419659,5.5319787783198615,1.3666872393983305,True
lofw,1,-1,35,Success,02:41:16.9904784,00:06:21.5121195,1.4111195986768914,1.0612198958565684,false,3,Extreme,LOFW,28.286668011564817,2.777275231135381,0.6748558545954815,True
rapid_shutdown,1,-1,55,Success,02:46:09.7997101,00:04:49.8739678,1.3970045772340687,1.0612198958565684,false,3,Extreme,LOFW,30.19505769721379,2.962750995091568,0.6808988985190083,True
lofw,1,-1,35,Success,04:16:01.0764852,00:02:35.2285384,0.7302486413914204,0.8089447029716647,false,3,Extreme,LOFW,45.09511146236931,4.604548793427623,1.288198958110032,True
rapid_shutdown,1,-1,55,Success,04:20:03.8325421,00:03:09.8208905,0.7107826364194243,0.8089447029716647,false,3,Extreme,LOFW,52.146406480276006,5.328773219275392,1.32290809932726,True
lofw,1,-1,34,OutOfTimeFailure,04:23:08.5823147,00:07:22.4831353,1.1222422133815149,1.205362116122293,false,3,Extreme,LOFW,35.08192449644977,3.5505187361759156,0.8521846248926661,False
lofw,1,-1,35,Success,04:22:24.1360625,00:02:03.1476869,0.6956873126335306,0.8182602188273128,false,3,Extreme,LOFW,46.76698881221518,4.802809607616286,1.3410381785524084,True
rapid_shutdown,1,-1,55,Success,04:24:31.4080673,00:02:14.8751792,0.6844645672571222,0.8182602188273128,false,3,Extreme,LOFW,52.44160486226115,5.389735138691571,1.3627017049531487,True
lofw,1,-1,35,Success,04:40:11.1327457,00:05:17.4770167,0.7088801815192743,1.1572244349680147,false,3,Extreme,LOFW,48.997428399969095,4.867445809864083,1.1935683350717456,True
rapid_shutdown,1,-1,55,Success,04:44:01.9709603,00:03:10.9453091,0.6788601026383521,1.1572244349680147,false,3,Extreme,LOFW,54.372115848838895,5.400463326821101,1.2453067493251568,True
lofw,1,-1,35,Success,04:16:26.5526522,00:04:24.7814908,0.5684989490242374,0.6384578004361695,false,3,Extreme,LOFW,61.60695849524835,6.326759308435242,1.6694489639555834,True
rapid_shutdown,1,-1,55,Success,04:20:31.6992251,00:03:50.4745655,0.551492467274479,0.6384578004361695,false,3,Extreme,LOFW,68.82820924049712,7.07212128572248,1.720322212690437,True
lofw,1,-1,35,Success,03:33:55.0736002,00:05:38.3892615,1.0810106509104895,0.9056262419176319,false,3,Extreme,LOFW,34.63220350987389,3.456156299522984,0.8563428546255109,True
rapid_shutdown,1,-1,55,Success,03:44:20.9445790,00:10:18.1092816,1.0121916337549035,0.9056262419176319,false,3,Extreme,LOFW,39.91594897715571,3.9830155676894754,0.9124839059433848,True
lofw,1,-1,35,Success,03:49:01.8589871,00:03:54.1151654,1.114270391300103,1.0590242021993599,false,3,Extreme,LOFW,32.17807593511671,3.217926910108651,0.8462057349599486,True
rapid_shutdown,1,-1,55,Success,03:56:14.7366378,00:07:07.5936252,1.0779909290695058,1.0590242021993599,false,3,Extreme,LOFW,36.8461520182509,3.6847596323658722,0.8737983458975068,True
lofw,1,-1,35,Success,01:42:01.2706938,00:04:15.1995320,1.368871530619391,0.9794085500411243,false,3,Extreme,LOFW,28.223717566060557,2.741935105756242,0.707145057518357,True
rapid_shutdown,1,-1,55,Success,01:46:14.1421916,00:04:10.5740556,1.3734284086971842,0.9794085500411243,false,3,Extreme,LOFW,30.414506122486287,2.9513441619432332,0.7039488215774464,True
lofw,1,-1,35,Success,03:45:43.9164493,00:02:36.1214626,0.5018267525227775,0.448109590479142,false,3,Extreme,LOFW,63.517277556173646,6.531393203523499,1.9085296151796751,True
rapid_shutdown,1,-1,29,OnRepeatFailure,03:46:57.7897252,00:01:12.5591818,0.49723862951190456,0.448109590479142,false,3,Extreme,LOFW,68.21629943683247,7.017070705832958,1.9258841332145173,False
lofw,1,-1,35,Success,07:04:47.0303294,00:02:31.7870262,0.7483702425691154,0.9693221382819999,false,3,Extreme,LOFW,44.25269576502944,4.613208990554924,1.268745971165352,True
rapid_shutdown,1,-1,55,Success,07:09:26.2492722,00:04:19.8310412,0.764030965147533,0.9693221382819999,false,3,Extreme,LOFW,50.841135289192565,5.308202724354349,1.2434316714613067,True
lofw,1,-1,35,Success,04:19:04.2336511,00:02:50.5979462,0.6614707629916989,0.7551417434794094,false,3,Extreme,LOFW,50.69099483475286,4.991148844205704,1.4216879837145218,True
rapid_shutdown,1,-1,55,Success,04:21:16.6757423,00:01:55.5312660,0.6508953227669149,0.7551417434794094,false,3,Extreme,LOFW,55.76347014787573,5.488679171626983,1.4444595195199104,True
lofw,1,-1,34,OutOfTimeFailure,03:40:19.6868586,00:10:03.6577271,1.0965204758789637,0.9820606907896855,false,3,Extreme,LOFW,36.302281436063076,3.516113010386577,0.852623880634363,False
lofw,1,-1,35,Success,04:40:55.4509976,00:05:10.6954486,0.9138310003080631,1.1185486158472955,false,3,Extreme,LOFW,38.812826621715864,4.131938448144725,1.02322005694801,True
rapid_shutdown,1,-1,55,Success,04:44:15.1653310,00:03:10.4901695,0.8990034028229519,1.1185486158472955,false,3,Extreme,LOFW,41.762865366355435,4.452606041406462,1.039827913591051,True
lofw,1,-1,28,OnRepeatFailure,05:14:34.4816048,00:01:21.5835410,0.333,1.1433512329083126,false,3,Extreme,LOFW,89.17689567914358,9.346218775956915,2.5253903963584037,False
lofw,1,-1,35,Success,04:39:17.1067254,00:01:44.1189690,0.42509341933381106,0.6565394907682855,false,3,Extreme,LOFW,72.59133360332179,6.954419965087185,2.1736836657633583,True
rapid_shutdown,1,-1,55,Success,04:42:29.1140137,00:02:44.8666088,0.40814007018529114,0.6565394907682855,false,3,Extreme,LOFW,87.32775224327085,8.35632052083663,2.263270818331352,True
lofw,1,-1,34,OutOfTimeFailure,06:52:29.1765119,00:07:10.9675691,1.8821049829618701,1.0037852176147435,false,3,Extreme,LOFW,23.552760037035597,2.3498504767698534,0.5064799439263233,False
lofw,1,-1,34,OutOfTimeFailure,02:57:53.8198677,00:08:45.4368628,1.8607129909721343,1.134411174048718,false,3,Extreme,LOFW,21.962278992961096,2.182092408709334,0.47264409494546805,False
lofw,1,-1,35,Success,03:47:07.7941140,00:04:56.3656189,1.2496256641718784,1.1699665077996282,false,3,Extreme,LOFW,30.100539363251215,2.958966648899113,0.7443230454118203,True
rapid_shutdown,1,-1,55,Success,03:53:29.6075060,00:06:21.2997111,1.2103808170186048,1.1699665077996282,false,3,Extreme,LOFW,33.46263048915563,3.2866307113992295,0.7675772346420631,True
lofw,1,-1,34,OutOfTimeFailure,03:08:12.6624634,00:08:23.7238014,1.1708889169068992,0.9247131711979499,false,3,Extreme,LOFW,33.60226137972096,3.3823408104022294,0.8101767630097529,False
lofw,1,-1,35,Success,04:13:09.3961797,00:06:02.1234892,0.9670967558346767,1.0152289187657288,false,3,Extreme,LOFW,39.61851732918197,3.831618800534864,0.9894058293828033,True
rapid_shutdown,1,-1,55,Success,04:19:54.3362283,00:06:48.0918020,0.942870268226443,1.0152289187657288,false,3,Extreme,LOFW,43.92340298865137,4.243178738935168,1.0143269591993052,True
lofw,1,-1,35,Success,01:21:14.0156471,00:06:42.7391554,1.463081788877962,1.0105758354289496,false,3,Extreme,LOFW,28.662786160409162,2.8900241763162082,0.6604574996809014,True
rapid_shutdown,1,-1,55,Success,01:26:55.3081238,00:05:41.4317902,1.4805445279471938,1.0105758354289496,false,3,Extreme,LOFW,30.334914673427154,3.0593645571333017,0.6512170007538187,True
lofw,1,-1,34,OutOfTimeFailure,02:17:37.6084530,00:08:40.0739779,1.7529105499911402,1.3328912142397926,false,3,Extreme,LOFW,24.414851578317954,2.4092948355180024,0.545048066102037,False
lofw,1,-1,35,Success,06:07:01.2324951,00:01:27.8796356,0.5624823143715074,1.0618685260953162,false,3,Extreme,LOFW,61.435883642258474,6.418224334917039,1.6091059376843437,True
rapid_shutdown,1,-1,47,OnRepeatFailure,06:06:42.1139952,00:01:42.3157678,0.5617440455707179,1.0618685260953162,false,3,Extreme,LOFW,65.28410231781506,6.823593322431673,1.6111958807565883,False
lofw,1,-1,35,Success,02:05:59.9366127,00:04:49.2215677,1.3065205275341796,0.8135304492963382,false,3,Extreme,LOFW,28.91669585553322,3.0372530590086857,0.729067093723431,True
rapid_shutdown,1,-1,55,Success,02:11:31.9365107,00:05:36.1558174,1.3024205987183501,0.8135304492963382,false,3,Extreme,LOFW,31.461572718708727,3.3113261959824567,0.7300324207505834,True
lofw,1,-1,35,Success,03:39:14.9716937,00:04:27.7656607,1.3147459895199962,1.1696276742693925,false,3,Extreme,LOFW,27.69297912529825,2.808983878320973,0.7014211524753121,True
rapid_shutdown,1,-1,55,Success,03:46:33.3434861,00:07:15.6396742,1.2643257364920797,1.1696276742693925,false,3,Extreme,LOFW,31.204157694237466,3.167977430516784,0.728222003062372,True
lofw,1,-1,35,Success,01:00:29.7114382,00:04:03.3154152,1.0813207771396898,0.7120149968452031,false,3,Extreme,LOFW,35.92816344227412,3.648122483485582,0.901060376515872,True
rapid_shutdown,1,-1,55,Success,01:04:37.6263757,00:04:02.1066120,1.100488345138494,0.7120149968452031,false,3,Extreme,LOFW,38.84934986918729,3.9464721707969947,0.8838663043320238,True
lofw,1,-1,14,OnRepeatFailure,05:35:31.2971975,00:00:21.7540248,0.333,0.661243716586617,false,3,Extreme,LOFW,68.81013635119733,6.933544050637538,2.7868265714824028,False
lofw,1,-1,35,Success,04:47:59.6705480,00:02:54.8972165,0.7137718867448968,1.0026408571568648,false,3,Extreme,LOFW,50.04383810125223,5.030431775071045,1.288055545309908,True
rapid_shutdown,1,-1,55,Success,04:49:21.9871732,00:02:44.6077883,0.7066774997234633,1.0026408571568648,false,3,Extreme,LOFW,54.15847629333042,5.444572109729781,1.300820664089033,True
lofw,1,-1,34,OutOfTimeFailure,03:33:01.4264398,00:08:10.0563367,1.0808057661554764,0.956586535861895,false,3,Extreme,LOFW,36.695527446703565,3.66650606658163,0.8780858613947204,False
lofw,1,-1,35,Success,06:00:50.0286476,00:03:54.5712290,0.7858903631019825,1.0713019461440316,false,3,Extreme,LOFW,46.466345557131746,4.849591922961308,1.18418875412624,True
rapid_shutdown,1,-1,55,Success,06:05:14.0128375,00:04:25.6303768,0.7931306527259023,1.0713019461440316,false,3,Extreme,LOFW,51.235561902766456,5.353057143907196,1.1735718585842205,True
lofw,1,-1,35,Success,05:34:57.7391960,00:03:59.4216741,0.6866977759299056,1.0061948798227685,false,3,Extreme,LOFW,52.05784919073565,5.108525962279737,1.3520935107737868,True
rapid_shutdown,1,-1,55,Success,05:38:20.8057730,00:03:17.0689965,0.68716939583195,1.0061948798227685,false,3,Extreme,LOFW,56.76931691294513,5.5687774451683225,1.3511519883315628,True
lofw,1,-1,34,OnRepeatFailure,04:18:22.1215958,00:07:42.1083110,0.7864514162434052,0.8720976522748596,false,3,Extreme,LOFW,48.276946036580526,4.732262233263551,1.199748270027299,False
lofw,1,-1,35,Success,03:57:39.4874680,00:03:50.3760992,0.8824836239932473,0.8673368760611779,false,3,Extreme,LOFW,39.29963803110696,4.031577597672902,1.0487623893127818,True
